main_str_data,sub_str_data
XIPCWYDYUXZRMOEZIKDCJVZPTPUVMESSMBXXTCDOAEDGIKPTJXZANWDDTNMNCCASGIEYDJXYAIMZAJWSUBGRPSYXMOGNANFDONWVAREXFMJRKQDDFMPPSMVNCCLQWL,CWYD
ZTIAENKSAKSXSHDPBHAFLCKEDZEIWBEWMUQOTDOAQAFYPSODKWNAQKSUWPDVXEGFVSPDBOAXMFQUWUXSKMPPNRTNIVCFZUEVRFPTREEZSPZQCBSPGEFANBEHCKKXIJYGAGYRSCFXJSVJYFF,DOA
MGVNUMZTWAWMWRZUEJUCTDUJQHYLFLVCJIHKQIEYWCSXGMZBYKDRJBBKOHPUGICBWSBAGOBGGODBPGEKONVAFBYGTLRVAGBSISPQDVMVDWAIZORHWMDJFSRNYGXMTBFK,LFL
LAHAZHGWLHQENHSRWEBVCVLXUSZJBUBICBNHJVXRVJGKAKMTHKGKWFXYTHPVYUPJJTJZUNQMTUSKHQCSFVCDTIQVVOSREMFGHWLYONYBB,GKWF
YDGUZQZKBIEQVTRFQLUBWTAICWYDZKTQQWOVTTQZIFBBFIGXBQXZDDMPYEQENTHAVZLUMNGRKQRIPLGBDQJQWQXJOMURQXVQAYMMHBYPXLCLVVRAJRNAWOYNPMVRHKGNLMPWGHZJNNVRHOXC,UZQZK
VBCPUOENXPBFRBYHHETWSUFPPKAQVBDBFUDJZWRRVGPEOTCTIMNWWEHMDBTLNCKGUAWEJZXTJIROEGKWFHZEJPYLJTZSJYNJYTZYOQFGUKFQWOXDHXPINRIIIYR,PEOTC
NWCWGMASVPOFJTQXWWUWSVYWWVUFBQYENYRYBOQZBBHGVNHGRLESYUUZHSXNLVRZLLHQSAYNPXCAZXLNZYKXLXVHWOALIMQOQNDLSOVCVSBPIOGLKYJSCQDKKEDQBDRELNNJJJTYKQVI,XLNZ
KBFGCCUNYVJQZDNLTDQOZYAFCBDEZVGMXSNBDIFFXQAAAHEKAAMZGEJXQRUXOZKACTLCRJVIZBEBOEHNGXSEPTYLPMXEMNPHNZABHFTNWASRUQCALTIDKAPKUVAZEIGLOIUBRCTQTBQHSXBUHDL,LOI
SUBXSXYNQOFBSWKPGAPNPQBUKRWYGMETSJTCAFNHZOSIKZMCQYVRUMTQIGXIGRRANMZMYUUQEXIIUZUKBWGNPLRKRORGOLSLHXHBVNJILUOBEUZVRREIWLOVVXEMHJXUUW,UUQEX
AUNEUIUXDGIBTOMRFPBWBIANZTMIRVJHWFLRGONHVBPOQHOYKJEYXQIUPQXGUVOETCOHCBSCKNSZGIFLCBRIQJNIWKJCWYAONLDGFMPHREKYOEYLERMSPNTWSOUDJLFZIPZSYCWEDNUMTQIAYTJ,ZTMI
OVJKZKROXXSABYVQLDCSNLBYXKVZYPQHFAWCFSTMVRHMGZLUILSOZKMYUCSRURNQEKZGFGNZTUVFKCGEMJADQKFAMKQLVIWMISULKYNXDZDXTQNLSQLRADVNSAASUORZNNNBYISSZUQMGEPPROGDZB,PPROG
ABBWMSWUGILKPMOJVYPAKUKRKLSGMPYPWHJMXMMGHZXTDEXJYENAOKTBNNEYKDCGUXMJWUTSLZSQENGWJGATMPHYXHSKANUISITKQ,TBN
DZUFLADHYBVISGCHQDFZFDZHYVFPXJIRSAQIBTLGPWLIWEVNEIAAJZXEVYVIEMEURMSNPZZAKETKFWWMXDRPNJSJCMSROVTARWIUWKISYOQOUPDY,NJS
GEZMPUDLPXAAXGZYGDOOSFDJTNGLQSLXIZKXIMVJSVEGCALOZLXYLWUOOGZDTEALSEVWMBMFCPLXIWQECCIIVGMTBJXAESPOUKSLMIEDIKSSZFTAZXECVI,MTBJ
NQMQAWIJMIALTGRPAGLJETECTRMMQCYEZLBCVHHOMYHLFHEVSFGPRGZOOFSELYAVBVNAKJWKGZVHHGSIYWWOXCCGNRZFOGGUIFCVBKCQYIUBSPJCTITMRNGMEWKIIARYWV,WOXCC
JMAQSLEVQWDAYNPWPDHRDOBYOGTXYWEZMOWTYKAEXRVTSBJNXAQJNBYUBSGUZMFBDHRYRSJGUYVYTBXITFVTYCNJRDZFGAVCVELRRBWIAXVNZMJYRPGAUMGUMPKNPUHEHAQZIN,FGA
NDITDMRGGNQJTDVZYOMBQUPWFUXEDCIRDYQIYWDRBWAPMIBHVFWIXCPXPVQAUIXTGGHIFDDXDBLZZOREPIBRTRCNGDYWRJGPGMZQKDFWSDQFJQEMQQRIFRZYUOQDDPKK,CPXPV
XWCPZJKDLFXBMMCXFXJMXZUMYMKAJXDVOWKPHREZHAXMRLPLKNPEKTDNLHUVQAITHFVZXVSWHHRQUTMZFPJZUIIUYCWLUSEIKKHZHQVFGBVPMMORFOSNX,ZJKDL
BBZYUSCIPXTFUJGJWMFPIZJGATPTRSSUSGZEPMYTJBACXSEKSTHYIGXAHQSPLIZFGQIVVWANBBKQNZLXRPJUYANTWBAMHDCRMKTTUOMOBCHNSWNZOODENRZ,NSW
MVFHJNFNIZWGCQIEEMGDFCPKYBJUJOKOCUTKZMBMLIVJPMVHGNHQPCKULRZCFJEAUDKATHGCHQXWOKRCNGHTGUMBWRTIIDCVQRTNDHYJFFPHEOQSDHLFC,GUMB
FOGECTBYZSURZRTNGTWYOXMFRYOXJIHYDTWKRYPGJQNOEZWZZPUDTLKDHQZAUQZEKAXWCQDVBOPLEUSAQCDGHVLRTJMZTLQEFPITGXAIBWCHGFCBZWSCUZOYAONVEMSIHAELYKAACNSZAQ,CHGFC
RRECROWEGKLQVGBPIVXCICQHTKARDNQDROLWPBJPCETGVMDPCOHJHGICSDQDXMPOCEQBAODXBFYVEQWGFTKXDLCYROUTFUMYEOUUFIKHCSDLOBCVTSXJ,ROUTF
WFZCGZFEGDBGLNRSXWQHSGNUFOPJMNGHYASPHPQNNDCAZIGXUENGKSZRAJLTBYHVMEDYOYYYXHBYVVILKUGIQORALZMPXBARKCQPEHVUVTBQOEAEVFHWCRFVXSQDZYEJDHSRIVSTTSZVXLHVQL,EJDH
ZIPQIQZGEJCYKDEUCFAUVOGWECHIAEFGGIUZRFIGFSTSVPDNCNHWYCOBWZDXLUNGTUYNTAOORLVOVYSJSRNFIPOTEFDOQZGKZCMWVWHULEDJOCFQHRCCWENKSXXFYTHYYTLJXMKJBVANYFYYJW,EFGGI
WNSYFBCYEVMRRXFRWVRESXNQFEAXFZHYZRNQCHASCTBAJIBEBYFZJNCGBRXHGBCLAACKXRBJMCALKLIHVGDOIWNCWDJFJAMWUJWXYELLMGIEYEYNIROZJBHWOUIXXZEQYTOGFWOSC,EVMRR
LCWEELSPIEJUKAKXSHIOANTLBFUQOKWCRQWNTLRJYJOMVIOZLNUCMELQILPNEDBHJKVWNTEWXTIVSYSBWMCGVRUSPYMHXYSJIKGNPIZUBSQOMAKKVMPVVUKHKIOY,ILPN
PSNIIAEXOHPOLTSYDECMQJAGRIWRWOOXPZCUAJKNLGBWOZYPOUHYPHDLMURXWSVEKCVVETEMFOGXOJTXECVDJDEYEJFSSWTACFXDDEZVA,FSS
MPKRYTTQTZCJQHGOWTFQAYMIEPDTUIJHRVQGGRFSWPMUOXNMQQDHQJENJEAQITTVKGKOPDKGZWMIDAXMRTOWWEXGRTHGYGNVQGXFLGNHSFEQSCYTVYAFRZTTUE,TZCJ
FKMSBPGVEWHDKJSTUWXTBQCMHCEFLSUZYVYSLXUVLWTBYLPTTPQTWBOXTXWWFUPOMMAKLCVFDVJUKHUQFTOGVVHMBJGRLHJMSJYBMOQYRPRURAXZDXNFFOCCAYAWWGNIMHOKAJRFU,XUVLW
KFPGBGGEXTURCDCNUXZWPYOLSODUYZLPOVIRYHFSFLTPBTFXNIFVHTLPPAOKCELPAVXDACIKPPVNYHVVCUMJWEBPXAGJDLUYCBYCEFDMODKX,CDCNU
MCFNOIYEXWKEMARQFUQUSGPLWIWQFLKFEYBFCLAGNYAQMYPRXWLHKRUVYXCCKMAERMZSFDZDFJQRVRMFDRWQERAHNMCZQFZOPJTPEZVFMVTHCCJKHYTQMG,USG
WGMETNWUUIOSGJEDHJRSYBPVDRNHKPJZZMNFRNXOHQPIOMJZEPRRBANUBKNRBSORPSCDGHXLTYAQAFXFOXQLEWQHSAMFGDGTBZXHFXFVKFVZPVPHPA,HXLTY
QEXBKWBRBVOKISCELMCSREWSPIZETTMMEVYCUWWVXNZTOMFVNZXPTXJQGHJNCKYFQOSYYFTZALXJAQXIHZGPDQUXLXUVADLDVZXMIMSJDENQFJGQMWRCKQMYIIOBHLJANTCLSSHSXXYJASMMSDYHK,SXXY
UMKCZQGSSVDBDKJBQNVEWPJJJVKLCLGOXCTZBEKYUAAXCGHOQLRIQVEPBRXCXEOXQVUGEEAZYZDQKYERTHEOWLMEIPTHLXYXPSVCPRXIDFNQCMQCBZDCQYZP,CZQ
HJTJNTTFZWJZYPOCCKQRWHRUQBAGOHRGUXVUOWWCLKVQEYOEKABEDSDIBIQTPNDIZICQTFZKIELZJCPNLJIBUMRPXHNQUEMRGITMTSELWPCBVORJALOHOZZOBUBQDDRKXUC,CQTFZ
ZVTFBAGPNXHAUOBWAUBKKOFXHVRAFPNKLJWUMBZVKHIYAKKXVFIICUFMDLPHYQOPJYNHSBWJGIOBMMITGRWSTUVZJYOYDZMEKNGVZPVNEXTHBPYMQXSGCLOH,KOFXH
YMWGMSPUMWKMLKVPLIZLYPUEXADUZAHETOZXHULCHXXXLOBEOBXRRJLGVLKUJBHTULQBGHWXBNLEDEIYXDOEZTYYDKPFKNJQSIHWNJGRLTHJDSZBFYJBD,SZB
DCVEKMUNEHRTQROSFAVTHCFCYDWIMHGWFEPMSEDCRUEKEVMANGFVKEICAVASXEHZVSAXMUVIIWGSVJDJAKMCSFHQKVNPEGJKSGBDMREEEYDZHJJNQDIQIN,CFCYD
MANXLLXRIRDPKBRQHOFPHGJDEQDMUGWDIYWMPYGZHQBWBUYKMBAEDUBCPFKFGLDTABPKQLOJDAFNKHPVXRZWCSBFTUWAGUHALULBPETHCFZXAMEAKCPUOYBWUZDCRXUYMDWMOAZ,DEQDM
WPYLMWYWUPRCMVSWUXNHKIKNRJQVECZEOHOVLUGBLWFROBXGGCQKXOVUDCMTGWKOIPYPOWRFMHHMBLCTNNKUOBYNZJHFXMZFZPDYGTVXFSPZAZWQHEGIUBEQEOC,XGGCQ
YMIORNGBEDTNPNFFZATFCIPWBOIWALJWUWTCPFVUFFAAXBOHZGIEHVRONBWPBQPDAMRWQDDXXEBGHEDZNVLMPAGMDHBFAXJJXFUHAHIHLRTMSQXWOPM,SQX
IWZEMSLPQMXOMAEZYYRPPXSAAQZWEEVWVWZVRZRRRBKHODQDYQOOSHGVSEFICKCARYXHITFGKJIEYRYQZXKWPUJRZIVJDJXDDFKPVEIJAIRVDEBNQXTVADJBNOYEFESAYBRGSJ,CAR
EULKSJMQUAVAGUCDRUDOXDTJCNYCWTWDBIEVUESLEAJGADZOTKNOIHHKWQGJYUMKCNBKVSIZIKVFSJPXTCAWMVFKDMRTQUCMUZMQVVPOKPNMZGBTIXPZNCQRDXFKH,HHKW
ZEVEIXXTIFSHGADODAOKYPIDJUKPKNQEHZSHUIUZVZSIGAYDPTFDPYCVRJQVBESLTIETKYAAFMERKEIBQFCENIBMGFSLCSWKYEBPX,FSL
RZQSVOQUHVEKRWCIPFVDZRGCAVXVRSVQQXNNSFWAKRWLYOQEHUHDIUEXSDFCXPSFMIOTVFZRNOMFAKQENXYHQEHCNFPXYNHCLFZCHBSIUEDVGVGBODXVPFXUBEOUUYDUFNXCSWOJYCSHMJVMQMKPRG,KPRG
TWKBNXMWPGSWAOZUEIQMSDSWDOZJZGIMMFYHVAJPHNMTSJCYOHXPPGSZBTZDHUDVATANKBACLIXWUJYIRBZAVKFQJSPDOIWUGROIQWBTSNTRIBQELEWUYMWPSPGUPEGQSRMFUILUIABK,HXPP
LMHIRKUJNBAWEBGOEYSXZKGPDIETVAXCCRGYNQJVDRPPJTPCFYIXFBGPVFWSVOBVGYNWAXLDTWFUVVAUVWBYPRFSJBOVJXHSVHSRSBBDXFVMPASVYOFDSUFELFBGTFFCYSWJ,BGO
CUIFZLPDELGVOLHHTATLSUQSHQHWNKVJQBTIWKEPLUMQUBMZTHMDVPFSUTWKGMQJWLYOZPXPWKXWIHQRAAQNLEAEUZQNRTCODZVLRRWJOO,IWK
VPRMZMBNBAGHZNRPPIDWWBYDMGXXYOSBAYKSGIGEZBEYKUFFYILDBJOAHBXCNHWUEUKSVUAOBEWQCCIQGJCWRZKWXRJEWUXGWPZRJVIKRVYYAOJHRCFCNB,IKRVY
HWGXSTNPTURTRTYRXETTOBVQWUZEWQCWNQIUTUZQBKKFSCDFONFYSCEMYMICQPENHGCSWBHPKRFJUUEFDCPNRPLQYNTWCEZBKURDKNXD,RXETT
WXBLREKZRYUSRXNGDSULPKGIPGMXCTETDYLIFNVZBSMCVTARCYZWIECAMYGAVZXWHVUTFRBXCGEBOIMGZRIAUHAIFNGDOYZLEEDSGYYNPUYGZLMXDGKCXPBXRQCQCOPVYTGEEKYFIAOD,REK
NDAWPYUDNIPAXAJTKISJEERGUVENCNMNKOUQUKEHJVDAJDZFACOWMUDEWJEKJVMSDKTBFVZRRYPTXTETAZBGJXNJVJCJCDPAEATPRAZF,UVE
AQMMAXJFXKXDIMGDZAQWXZTQJPHNVGDDTICCPBRPFGDEWTBPLKOAHNXWFVZIKAZGXIPYSEGUPKXMOCYFFETSNWYHBEWPOJJEJALEAQRWREMGRQWEFY,AHNXW
AZARRUHWTNEBFXPIUOZNIFTINCXABKTFLAWTBJJXNTOULLSSPMAVNLMFKFQVBRMKEYGIOLVGDCOUXDBYBHTKHZZCTRFIKQVZPZNBXNFVJTYPDJASIMMIGVWKMTUTJWLWFDHISAJQGIOUTMAAYMENG,DBYBH
XKXOWWRTCKIQVKAOMPGSOZIVAVQGTQVTPUFAZFFIXSZFYTWMKTPOEPWZGKPBZSVUKMAOZSJNKTYLSQMLUEHSKUPIFXXCDKCWJKIXXP,HSK
RAMCYXZTPDFZLUJHKSSXPAPRICFDXQIHRWXTGNKKJNOQVGBFXHMHMRPLPSEBFFMHUZIQATTMCHGAJNAZJAMYYMZWABMCJUGDCIJMDBBXZKOLZGUZZSHFVXHHBYOJYZJNUMSEOZ,BFX
ZIHXEQKMVKBYUTHYUJUSYIPANOUANOYFFGYQPMCNLKZJXRVUEFESVUKETBNEITHWGCJUWNRWTHUYMPYWIUJCMDCAVXNEUOICQSZNXMLVRDSAPPCDVPSCGURJBWQFKYF,SZNXM
DEKNWHEASOKGCNAPNOBCJMOILZWUTOZEDOGWZUSUKZATGFKVHIJVNQNQRGZQRYZKHBJWOMHQYUMYQMXKHFTGGXKYVIBAPOLTENRWESJDFIQASAJUOHFNCNAZRZGOBQNQZZMD,NRW
TSUXCAUGUATVDWTJPIMXJRRGBMJIYVATPYRMWHKMPCZWBVYONRSFXRNMQHKIPRFTOQJTFYIOPKILSGXNBSZTKBLPYDXKSVKDFLTGILEKAVVLXSMZSTICBCIKPHHT,IYV
ESMVBLKISOPTBFXZESOLWHKFASTAWOYNZPOJYKZLLIQLQUYWNNOKYVUPJATLCMTBEYYRRRDAAAOLJQBJWKGQSJOYXBTXDBCEPJEXCYVUHMHYQISPZILOZDFCQQXKPSW,XZE
QDQPOJLZIFYPACTUMIYFQLGBQGKRVNVHJTQZTDIKYKKTIHOCIZHTFRRRDOGCWYZZZTSLMAYIFQQDPKOEKJYKXROJXDBHKXUHJYOPSWZWSUKQXAYEGWWCFUONBMLTYL,NVHJ
NTVLZMJKBWFAQFABSSHDEWNDVIGOFOMOGSYNUSQMBZJZMSDHHURNJHOQMGNPHDJEJVWJFMSPJPPAXPMLHDGDDRLTCWEDFUELMZFXHYAWOZULKUAUHXGNBTEESYPNFVBNX,BZJZM
QLMOTXQSPQLNHVREWNULJTCEPSQEXHVVPZKLMZSULXWJHCYXMOWQEYUNDLOZZPMBPRPZMKBBDBMKRHJSWGZQMXYLDAWSCHDUCYZVERHRBJOROMTLYULECBHGMGWF,KBBD
JLMJQCGLYGGNXIICQAVBQAKGVRSNIQPSQBZSMEFMEMUUVTFJOAEGLDCZUWBWNYGWVHVYNIBGHQYRACOLBVXITRSVODDLGVQETJDXIGAMGIMMTOKKIHL,VQETJ
UDXXNBLVSTGOVPFHLHKDLWQLZABFOXIHIHVBQUYESNYRSDAPPENFRBCQZONOLDNYAFEWGKLJIVPQGGVHYLSAXWONMPXEKAHEIFAPNCAXRWJLXXCGKHHOZXTFOYKEWOEJALGTPG,HYLS
DKCHBBLGELEUVRDFYSLNFNYQFIKCHMPNGFFBPZEVGEPVMIKSHVJNUZXMSAZXQKQRNERHDCICWINTOUQCRLNAMSSKAGNFFHEQIORZJAJXPRGHESXPXQIWGWOYUPVEMUSDPEOAI,SXP
DUIXKOFXARXVDKOWPSQCELIDWVFVXMQERPZPYDDZXDZULMVRCYIBJDKJWJTDQZWQQRHOUFKZHYDPJMIWBPEQIDYKYMWZQJCAPJPQSQGSYRSVICLYUMIKQVULPAQCBV,PSQC
HOJNDSXBNDKRRCSPEMFAJKUXWBPVUXRURQWQKRNPDLUXKFNPHTGQHCORMUULTKXPVMJRCYJTVGOWHQBHSWQZPHASWJYYHWEWBLBBVSCPQGHJXPALTUUBFY,WQZPH
NORPNMSDHSERMVKOSLLXQNOZMFOEGWHWSRGBPXLOFHVCYLRFDIYJFRZRUEMINPNWFQFCSGCZJOGOBWOHHMPWBLUFOMZURPTSVCUJIJSYVIGZNJDMENYXEDROITYQZTD,JOG
VOUEHYCKGIAGEHQAIKCNKUZHGITEXWDTNZJASWDZDXKXAISZAOGZGEGEXBVAKSJNRTIQKGGAGGWHCUKZEPDEUZVNXETOHNVAUPJQHDHODIYF,BVAK
PFRZEBYRKTZOZHXWLWLFFYFAEDPHCQNYADHWILIMMZGXPQZXLOYGRRHNIOXGHAYYQXEMBRFDFIFOYKBUSODVSCXVGFHIBYDXXCJSJSFNYCMKOQJHNEASGGCCNWCBPXGPJUWAFSXQV,HNI
HWWIRFCLPCECEQFVHDBAJTPYAFCHZDZXQFBWWGOMRIKGFZAIDCCVOGWRTTTDNLLBVTCCWNGBYWEYKSQVMNFMSLTDVAAGURRYIMPWDHQJKXFVOGVRHOPXGBJZRMQKFSXJCVMYERMVTS,TDV
SIGMZFTDKDUOZZXVBCXNOYWSAADETEFIUPSKVVXDDYXRCTSLVSHOYLAAMTIQOCMLLFAQZVBAJNMAVBBONSUXKWYZZZIHAHKHQQNVUHIYEKEIGUWFTUJXCCQGTMVMPRUQPRSUDZE,QNVUH
KZLQONHYFKKMINTPEJCXQZLHIXEDUEIOYZADPPKXUHQAKSDYZMANZGVOOZKESCNRXSMMOKCKDBTZSYGFQVOHXWPAZJCZITCFMZHTQJKYASXHRYEMKGRWBUYEBGBMQGYJFDZDF,BGBM
MHNHGUKAZKEXRWSHNTEQEDJAZCYWMFLLYDPPXIHOMMVYLWPKRYVDHJIIXOBNSYRSZNCAGLJLUMIPFCCLCHQWTMITCTLZZYILVENJBLOQGRUJL,MIT
ABYEWZSSABQIVLLCNTHYEEOWIKTCKNGVBBNQXQYWXTWUIAVXIHUESYNHVZGGQLDYASAVQGQZOWPPETHJILMJPNZXINIFNTAOCYTMVAVJCPOTXKMAGNVIESYAEWASHUQEILQSNSOZ,CPOTX
HLPIZIXWIWQYIXDYWNOQYRMYECIITNYLXRPHMIAVGAKVSTQTXMUFQKTOUTPEGTBYMDXVTZPNVWOKDNKONALTMESJVELSOYLLEMVTLANRSCVWOSMKIQTM,TXMU
GKXJCSHFNSCYTPYVKWYWZJMPWWNTQLDRJGGSZHXHAOQMLHQDQJSSDNOUDFCCHKMTVVMPXIOCMOXMARBJLLXLMJTMAKJMHTKAEBZAEYMZIDJSXVOLYMIXQ,PWWN
AXAQKQSMWPDWCXZVJHIPUNWAXTOHIQNHJRXHAZGSXAMCRQAFNNEXVFXXZAMAHIQXPIBLDVEFEGKYLGPXXOKSTFPIDPGSUHHRPVGIMSJWTMWZBJJN,AZGSX
UIUPWRGABGOFIUAWJSNDEVISRZFCXSLRPNRSHUURBTWIOEHTYGNYQCANSCMBZDRJDFXHQCORNSNLBANTNMTRXQXVXKLYXCFOYJUKINCQORAUEGKFONCRDZBJHIRGFCMNSTZEDNLTZPFKU,DNLTZ
CVRJPKXDNJGGLMKIBXYNWDFBGJXINWRHAHKHWLGWPVCMFMMSEKDDEQYUBBRLXUFCKBWZNXDAZONMSGVRIMGZQRGDMVPOBYTNMNUNCQZQFTGJNZCGRWGAXDGQJUBL,QFTGJ
KUWCBZDUENNQJKKQGIUOJQBAVEHCSDQNZSICKIHXTCDNAWNTYHOHHVDYNSRIQYRWESBLVWEQQEPFJFKWPJJWIRGDJIOMVKFPURILLZBHDZHQPOKBFIDFPGHKMAI,NQJK
MPGBEXJSVFRTJXOWOSCASRBOXKZNYKBOTGNYBCCGYWWVTBDRTWHEFZOZCLLFEANSFDMSSKPCLBBENDKTTGHQSSXXLHPHAJRTDYOPVTWCLLFYSTJNAAGJQLGJ,LLFYS
PFYXLRETHRLTGEXMXTHJYLWBBTCVPBFQWOZJAPHRIMBYSOQGQZZETQQMDYGFWPJWXFSDKSNXBJSWBCFLZSPZRKOIWSPIABXZLGDPGUU,WBCFL
KQSYUNEGICVPGPIBLDDPXFGFRIRUMFDJJZWZMDJMVQXGYILJAHHGGCXLAYCBRDHXUQYXXAMMXBARVSVLRPDAGTMCPQQSWCTZLVAUCEYQCNPYROQHVEZJBO,LVAU
LKGRYWQVODOWVSVZAWELELWIPHSSZENALSLSXPBTACCKGSCYWYAKQQQTJFPVCKDJOFOJINAUAFHTCGKWVSRAXTHFOWHRTOWZIEYKABOLWTCLBDOWQIHDNPUQFP,DJOFO
BZUTPNQJLMHGGTTCDYXXPTHQMFJNZNDAGBOJCJDUWETUILYRWRIAFSANUJEQMNUVOYDHZSRLCNWKWBKABIDGQBRKVRJPIFPMZVEKLSVQVSYEARIUHPRFCPNHMNW,IDGQB
TXYABWZXJDWOQNKJYXGJGACJNLXXFZGGUPMUVQPSHLHRTXMMDCRBHKGJAFLMZPQCOZSVJZJTNCKEFDBCMOPOFELKTSXEVZQUMNQSWPFOYPYKRDCTWEXITCJWRLXHIZPUQGJHUXZXHVHXIAGAZAZET,UMNQ
IIWMRVTEBCVBQMIOAFXZCGZIWHQXHBRIVEKDPBTTQMKUQCUBXJYHWESDNDQVFOAVMERXTLQYRRIVQHWPPXNDTUKFECHCOEDXCRFCA,QHWPP
NMBDGZMMMOWZTLORHYGDPQVLKPUMADVMGWYGFLIWQFBDXPJFJCULAMHNNLPMJPPKXJDVDRPRFNRVEEELEEOBAEPCYQHRXENMAYFZEBHDKHLRTMROKMHWTMYIBPXHUBMOQMCWLIFGYWRY,RXENM
XNOAZCQJNWJYDWVQPBOSZWABHOZIGEINQMRQNYCEMBECRFZCVNGHFGAAILBAZACFWUCUIIQGSAHKJJGZOWCPPCYTROTDNDIEKSVBZZCQIECRYOA,INQM
JTLWSRIWLVNXQNENSTMYBPBJXRBNEWSUYAFRIGFVIAUUMIWUVKQUAXZQGYNCEDQWQNZKBYBAVVKIHQRWUPQBOUJYZYYNBBEHKIWG,NENST
VVIOBCNGNCJYWJKYBTSQKQEBNAINFEKRJUBWEMKEFRRCOIHXIKAIFRGCKYWFGKPEMKBFLYJFZQJBNOEFZXOPGWZPSFIHEMPPFSPSCNS,GNC
ESVGTCBOBTGZGEAZPTKNCWVHVYCRXBUTOTPJKZCBNOVETMTDTABOHRRERZCKAMKOSLRVDYHYFGFNTXVVRQXAWFXGLEEKBPFYYATLHHRIDQIVSWBTLQPVMYYYU,NOVE
QQBMIVSECIKIRTGOQDUPCTPEAGJIBJUGFMMFHQUAHRIFGIHVLBGMORDEOZOXMKKHXUWVXRILJQUSCMLASNQKOZJEMSJWMXVRYNEQMPEQDGAWXVKULABQURHPCKPCWV,CIKI
NGTVJTOZMDOEUSWOZHVNCKGEEZEPQOGTEENNBRLIPOBKGYNZDYHNZGXVUJHQTXVVTNFHRYHQRJGBBGOAYPOHFKFFTCWCTSWAUFCOSVRX,TXVV
CRSEXJOAJPTJQHWUQRLLYCSQYLWFYASSAVQUVSMDJHJSXXXUXCOJJCKQSWYPJPUYVLEQOCAVGLLPKDESVHSPLTHJPVYPDEUPPCFOHWBCKWSOEIXQTHKRLJYCZYGRQZDAPAYGVVDQMBVWJFGSWVG,UPPCF
LVBPSMOUIRRANGAUXBOUNXENQXUQJXCLCBGSVNITLKEPZVNIGDFDCYYOJGDHMKCZECYNSUWKWGGJEQMOSJLLOKNSAXATDOFKASWRCTGGQFLCMJGMBJOFASMEMUBRUOM,XBO
GGZJAFCFYWGFTOTBMFUOHEIRXLAYHLLAPDTRIYRNQSZQKULKYAIAXFWSVEHMQQNRPMJDPAJQPHNHBLZXOOAGTXQUEQANAFSQVBXZDOEJMTKYTLUNMVHELWFQFIQFVFEKXBNWGGRMMCJ,HLLA
IONRBHGMECEGGNLUXJWJQXTQMAOKXNAVHAYAAWKCRXLOSYQBTTBMCIIWGBDBGBFYQCSYLZFMHLJPJYCAYMVGYXVZDLVFCAKWBALDMEMYHEQHREBDSDDZRMFKXXDWZJT,HLJ
GQHSFDMXPMKSSQXYEUIFZOIKQVGZHYYNXHRDTABCMRRTUQHHTEYQIQKQDQZVTVWBJJJUCOVXLHTDBILOCERROQNKGEXZGEQKQAQLLWOGMGKZRI,IFZO
LGXJKXHFVWLIAAOCNPYTVQDHSBNVCDANLYVUFXXQTDGEHZFCWGDOIVXLVLIZETLBULFJZUOVQKGQBLEDLKVGNHADLHQFOORGRDZMNFWJIDSQKQBOUVDWIGNKIAMAWC,UVDW
XAMCJESBRCWVFLWFXYTFNCIBUXRUEETZMMUIBNKQROEWERJHTFIBEQOZHKTDGXOUEVAUTEMFOVTTYRBFRQHIDOLSFWPZVUFGLXRMDLJGHJDVIZCGKNKNWEBXZZQPKTGBFPSYLPDFLAG,HKTDG
ZMLPXICLYPWKRSBYEAJGZVKTSQVPNGNBKNQHJUENMSQMPWJJDRMWKDMKUFKSURTVNVLSIXNWFKFTNYDGAWWBIMBGXFJNGKVAJUBWSQRFXIPOIJLOTXWRCAAFLSPPYKIICFXLOVVLMHUBTUPOE,SQMPW
IORHQPMDCSVLPFLRVKFNUAIXNHTCFUZCBOJEAKKSUPWKXEPOOJWGAZYOCQTFXRWMWSIQGFJTGWYQYBPGVFBRNZCKCMOTDPUPAHKTMYZDLKZELAK,MDCS
XOXLNLHACTBMCFKRFMIUKRMEVVPBFXUYQKOGUGZTSSCGUSQQORYLRELGPEKCSEZDHXYCXEOUUZAPXLTBRMTSRQBESSQXPDQBUGUPKWEGBOANZNOLIUINRBTERCGTWVVLVCPMOTYBGEMYJ,TBRM
CGDUFRZCBFMMXNFVPRSZNWNEERWATDLUBVBTMKRBZGZHLBIQLBZRWVFVNJCRRAZJFDUIOYXZSYAJCJBYPDSPDLGAQKXHDNENLEGR,CRRAZ
CMLOVVDETCUQPSFMZOPKMADEFBBBPXTICJFXKJTHZLAEDVCKVRWKMINBXENOMRXYFZFWYOHRTMDLALRJZKUORZEJEGNJCAPHEVFWCKOEIFTHZURWFTNHTMYJVOR,WYO
QKVYMTJCFJTHALIXMPDWFBSBXLIVNBQRPDLROZFKKJTSQOKAHENOQFVRWTJBESTBQICLIQKUCJLEYTXLKOYWGXNZOTKUZRZRXFELQIZTHF,OTKUZ
CKGKNGVLOOISRUQOHSPYDNEMZCFPEBLJICUKSOTORLMLAENUUJJBHOWUBZHVGYXIXFOLNTCKDVFLCMMEWOQWGWSPVTJCIWAZXXUVHMZGDTAYSXINPATIVBXXESEDVAQ,RUQOH
